	language	tweet_id
118	ar	484069869894123521
119	ar	484070184299536385
120	ar	484071483308650496
121	ar	484073166692548609
122	ar	484075325358628864
123	ar	484075606683176960
124	ar	484075869267169280
125	ar	484077565615673344
126	ar	484080841207713793
127	ar	484084860240154624
128	ar	484085473376075776
129	ar	484086393422249984
130	ar	484088999749754881
131	ar	484093207899570177
132	ar	484093570857443329
133	ar	484094627884957696
134	ar	484095081935147008
135	ar	484095309555843072
136	ar	484100366611382272
137	ar	484104428807409664
138	ar	484105948307664896
139	ar	484107628071501824
140	ar	484109065694363648
141	ar	484111695082582016
142	ar	484113390411853827
143	ar	484120440617840640
144	ar	484121732786053120
145	ar	484122367476510720
146	ar	484124454352855040
147	ar	484126131977596928
148	ar	484128622492811266
149	ar	484130840520040449
150	ar	484132704665874434
151	ar	484133342263410689
152	ar	484134189139107840
153	ar	484143031218896896
154	ar	484146192079917056
155	ar	484147231524548609
156	ar	484148844863967232
157	ar	484150230095376384
158	ar	484151717915668481
159	ar	484151759670358017
160	ar	484152213594710016
161	ar	484152730747801602
162	ar	484155042966958081
163	ar	484157498476089344
164	ar	484157738151194624
165	ar	484157997535739904
166	ar	484162415206989824
167	ar	484162928992862208
168	ar	484163294010159104
169	ar	484166989070344192
170	ar	484171260478226433
171	ar	484171907076354048
172	ar	484172790317453312
173	ar	484173128952991744
174	ar	484173574018957312
175	ar	484176825245908992
176	ar	484181706535370752
177	ar	484185949849407488
178	ar	484187271969931265
179	ar	484189808432910337
180	ar	484190002264285186
181	ar	484192837316411392
182	ar	484193843324387328
183	ar	484194541365260288
184	ar	484195303948845056
185	ar	484202175220838400
186	ar	484203864015388673
187	ar	484206072996298752
188	ar	484207152551038976
189	ar	484209078076313601
190	ar	484209764885610496
191	ar	484211229247168512
192	ar	484219569452900353
193	ar	484220404102598656
194	ar	484223059667476480
195	ar	484224498552430592
196	ar	484231376829292544
197	ar	484231927423975424
198	ar	484239056071843841
199	ar	484240522807345152
200	ar	484244176234508290
201	ar	484246985000484864
202	ar	484247847764647936
203	ar	484257292603629568
204	ar	484267111435763712
205	ar	484275661842808832
206	ar	484275670428565504
207	ar	484277620729974784
208	ar	484286813079879680
209	ar	484289801885999105
210	ar	484290713077956608
211	ar	484291054246821888
212	ar	484292597826215936
213	ar	484294367755395072
214	ar	484294921344405505
215	ar	484295304104001536
216	ar	484299962663309313
217	ar	484310622012600320
218	ar	484313141686190081
219	ar	484316914320420864
220	ar	484319931685556224
221	ar	484321281605525504
222	ar	484323719440269312
223	ar	484327105589559296
224	ar	484327142285930496
225	ar	484336523056144385
226	ar	484336558309666817
227	ar	484338976631713794
228	ar	484339774040580096
229	ar	484342611952402432
230	ar	484343102824787968
231	ar	484345315714011136
232	ar	484347712968482816
233	ar	484351006453428224
234	ar	484351389251149824
235	ar	484352117142872064
236	ar	484355793320697856
237	ar	484358373928742913
238	ar	484360350989422592
239	ar	484368553865646080
240	ar	484369520795320320
241	ar	484371870389919744
242	ar	484372365808128000
243	ar	484377472985989120
244	ar	484380107298328576
245	ar	484382831448055808
246	ar	484386073045639168
247	ar	484396757628227585
248	ar	484403621992599552
249	ar	484408746009837568
250	ar	484409269442187264
251	ar	484409536623566848
252	ar	484411219055353856
253	ar	484411234100727808
254	ar	484417991833317376
255	ar	484419484094967808
256	ar	484420259999272960
257	ar	484422909742825473
258	ar	484426356303069184
259	ar	484426541133094912
260	ar	484433098721873920
261	ar	484434898275418112
262	ar	484435922885148672
263	ar	484436982047969281
264	ar	484437487515734016
265	ar	484441571991883777
266	ar	484442134292877312
267	ar	484443243309174784
268	ar	484444947588714496
269	ar	484445859363717120
270	ar	484446686693969920
271	ar	484449327574958080
272	ar	484449421388972033
273	ar	484451035331567616
274	ar	484452133345824768
275	ar	484453521337511936
276	ar	484456075278557184
277	ar	484456761680601088
278	ar	484457209900716032
279	ar	484457367044513793
280	ar	484458830475321345
281	ar	484461203515650049
282	ar	484462973239316480
283	ar	484463003098554370
284	ar	484463464891416576
285	ar	484471020300947457
286	ar	484474148379324417
287	ar	484475022762078208
288	ar	484475958036922370
289	ar	484476683240890368
290	ar	484478393912541184
291	ar	484480712700338177
292	ar	484482368426627072
293	ar	484483253571563520
294	ar	484484376831750144
295	ar	484485480063315968
296	ar	484488310664871936
297	ar	484490811883548672
298	ar	484490865701052416
299	ar	484491076242116609
300	ar	484491112401207297
301	ar	484491914813911041
302	ar	484496444192468993
303	ar	484499967604559872
304	ar	484502755298795520
305	ar	484505240348012544
306	ar	484507302158823424
307	ar	484508162465464320
308	ar	484508519107158017
309	ar	484508527231111169
310	ar	484509325411373056
311	ar	484509879772528640
312	ar	484510789210882048
313	ar	484513229578989568
314	ar	484514014425120768
315	ar	484514985159450625
316	ar	484518344327180290
317	ar	484522162175627264
318	ar	484522838875848704
319	ar	484527879191937027
320	ar	484531140523352064
321	ar	484531747283927041
322	ar	484531966155317248
323	ar	484536833691615232
324	ar	484538168524300288
325	ar	484538861804982272
326	ar	484543103613689861
327	ar	484544610715586560
328	ar	484548587259310080
329	ar	484552478940078080
330	ar	484556131818553346
331	ar	484556476590333953
332	ar	484557904901865472
333	ar	484563386454134784
334	ar	484565269445365760
335	ar	484566065188716544
336	ar	484569631764393985
337	ar	484570289230315520
338	ar	484571628454424576
339	ar	484571963268943872
340	ar	484572587062603777
341	ar	484574126221180929
342	ar	484587056472260608
343	ar	484589383857606656
344	ar	484589533246144512
345	ar	484601110284763138
346	ar	484601200864530432
347	ar	484603599964471296
348	ar	484608070048169985
349	ar	484611529443004416
350	ar	484615347203350528
351	ar	484617587485966336
352	ar	484625391475515393
353	ar	484628156490334208
354	ar	484629870173896704
355	ar	484633642472194049
356	ar	484637101712232448
357	ar	484637120578207744
358	ar	484640984610140160
359	ar	484641824813088768
360	ar	484649116560293888
361	ar	484650857615851520
362	ar	484652619671949312
363	ar	484654748461580288
364	ar	484656744602537984
365	ar	484660528963260416
366	ar	484662026942169089
367	ar	484663603480756224
368	ar	484669178163367937
369	ar	484678215655755776
370	ar	484680828278935552
371	ar	484682681179844608
372	ar	484683446996828160
373	ar	484687640571424768
374	ar	484693221218332672
375	ar	484693269796777984
376	ar	484693904038846465
377	ar	484695589628571648
378	ar	484698560315666432
379	ar	484701787597713410
380	ar	484702266239516673
381	ar	484706074608422913
382	ar	484706310902923264
383	ar	484706532827729920
384	ar	484707579101478912
385	ar	484708757247512577
386	ar	484709808004550656
387	ar	484719048568356864
388	ar	484720183894757377
389	ar	484725078240661504
390	ar	484728555901681664
391	ar	484730628634451968
392	ar	484733819367727104
393	ar	484734017812844545
394	ar	484738993049726976
395	ar	484742080879927296
396	ar	484743413632618497
397	ar	484746859064221697
398	ar	484749243307933696
399	ar	484750861235941376
400	ar	484751850588368896
401	ar	484752587720122369
402	ar	484753424157016066
403	ar	484755723679588352
404	ar	484760370977202176
405	ar	484763065649737728
406	ar	484764668359999489
407	ar	484766547026903040
408	ar	484768937389735936
409	ar	484774658437173248
410	ar	484778238179168259
411	ar	484781586412351488
412	ar	484784209463345152
413	ar	484785250024038400
414	ar	484789340250185728
415	ar	484791208456491008
416	ar	484792462339497986
417	ar	484795593722576897
418	ar	484796118027350017
419	ar	484799090815799297
420	ar	484800142126481408
421	ar	484802354915463168
422	ar	484807138926424065
423	ar	484809080188723200
424	ar	484819495169445888
425	ar	484821143753224193
426	ar	484821483769036800
427	ar	484823094708559872
428	ar	484825200517603328
429	ar	484825263587340288
430	ar	484828288787824640
431	ar	484831102826053632
432	ar	484837298467401728
433	ar	484838921721765890
434	ar	484839231664439296
435	ar	484850310846763009
436	ar	484853162059132928
437	ar	484855900902281216
438	ar	484855983303577601
439	ar	484859485404409857
440	ar	484861967405158400
441	ar	484863114517942272
442	ar	484866504237006848
443	ar	484868722998661120
444	ar	484868910194257920
445	ar	484870330955993090
446	ar	484873758000156672
447	ar	484873926476980224
448	ar	484875343783014400
449	ar	484875526897532928
450	ar	484875551707258880
451	ar	484876948565676032
452	ar	484879232569716737
453	ar	484883081728245760
454	ar	484883656356278273
455	ar	484885201835667456
456	ar	484889207932858368
457	ar	484889576490946560
458	ar	484890568452227072
459	ar	484892481243185152
460	ar	484893179595194368
461	ar	484893219441094657
462	ar	484893401943658496
463	ar	484896039972122624
464	ar	484897633752719360
465	ar	484900616545009665
466	ar	484902265187090432
467	ar	484904270064812032
468	ar	484905992254017536
469	ar	484909633526452224
470	ar	484910701996015616
471	ar	484911259435814914
472	ar	484915199997411328
473	ar	484925157652590592
474	ar	484929942275108864
475	ar	484938736275574784
476	ar	484939344793579520
477	ar	484956010281697280
478	ar	484957642730000384
479	ar	484958195106856960
480	ar	484962421925101569
481	ar	484968613984477184
482	ar	484968711351459840
483	ar	484969293168525312
484	ar	484970777091923969
485	ar	484972754710437888
486	ar	484973116914163712
487	ar	484975191261708288
488	ar	484975335314714624
489	ar	484976121050443776
490	ar	484983414399856641
491	ar	484984188001849344
492	ar	484988352014585856
493	ar	484988689303740416
494	ar	484990605009764352
495	ar	484991172767928320
496	ar	484991488406077440
497	ar	484996910923919360
498	ar	484997594679349248
499	ar	485000713622536192
500	ar	485002849793744896
501	ar	485003783013793792
502	ar	485013978918027267
503	ar	485014617089785856
504	ar	485015611970289669
505	ar	485015622133104640
506	ar	485017895307849728
507	ar	485018785012002816
508	ar	485020452994416640
509	ar	485020698956406784
510	ar	485025836467486721
511	ar	485029069294415872
512	ar	485038349992751104
513	ar	485039069932814336
514	ar	485040448285593602
515	ar	485042997784899585
516	ar	485046042707365888
517	ar	485050215087366146
518	ar	485051520648376320
519	ar	485051986275229696
520	ar	485053430243659776
521	ar	485055620165287936
522	ar	485056947188957184
523	ar	485059280366612481
524	ar	485060601799266304
525	ar	485062033721655296
526	ar	485062203541041152
527	ar	485063009375891456
528	ar	485068340868567041
529	ar	485072846902026241
530	ar	485075392382771200
531	ar	485077912576471044
532	ar	485078086585946113
533	ar	485079744669425664
534	ar	485082168646197248
535	ar	485083714276171776
536	ar	485086299817123841
537	ar	485087576613588993
538	ar	485088867947937792
539	ar	485089620859056129
540	ar	485090338214649856
541	ar	485090897390866433
542	ar	485095029858263042
543	ar	485095206492962816
544	ar	485097035881013248
545	ar	485103265382551555
546	ar	485104637175799810
547	ar	485106306873700352
548	ar	485111457110310913
549	ar	485122145857462272
550	ar	485123379561648128
551	ar	485124276140666882
552	ar	485125855291506690
553	ar	485126385959444481
554	ar	485127521646563328
555	ar	485131575915315201
556	ar	485131843310993410
557	ar	485134503761825792
558	ar	485138752277204993
559	ar	485139817106132993
560	ar	485141256335409152
561	ar	485143782468624384
562	ar	485144771682263041
563	ar	485150984738729984
564	ar	485152079720103936
565	ar	485152478552289280
566	ar	485154490920607744
567	ar	485155235908698112
568	ar	485159397916966912
569	ar	485159400035057664
570	ar	485163081157201920
571	ar	485164814210068480
572	ar	485165620221460480
573	ar	485165858096836608
574	ar	485166423296073728
575	ar	485171527009042433
576	ar	485172028920844288
577	ar	485172246038585344
578	ar	485173264021327872
579	ar	485174665539641344
580	ar	485174925733675008
581	ar	485176970884288512
582	ar	485178165556707329
583	ar	485179890292256768
584	ar	485180206580113408
585	ar	485187562785361920
586	ar	485189135104098304
587	ar	485189402188980227
588	ar	485190606851801088
589	ar	485193949846704128
590	ar	485194684961026048
591	ar	485195251548557313
592	ar	485200638926536704
593	ar	485200760062234625
594	ar	485203041197359104
595	ar	485203279841091584
596	ar	485204507123408896
597	ar	485207430683308034
598	ar	485209559305158657
599	ar	485212766156779521
600	ar	485215892536844288
601	ar	485221515474907137
602	ar	485222609609838592
603	ar	485222810932228097
604	ar	485224509755387905
605	ar	485226235400683521
606	ar	485230170283192320
607	ar	485231434886426624
608	ar	485231831345025024
609	ar	485235304916615168
610	ar	485238695965245440
611	ar	485239733144936450
612	ar	485243436308508672
613	ar	485243710490546176
614	ar	485244932404576256
615	ar	485247667300077568
616	ar	485248066266480640
617	ar	485248197615689728
618	ar	485248821644259328
619	ar	485250596870823936
620	ar	485253420161720321
621	ar	485255225058422784
622	ar	485261275031941120
623	ar	485265529830379520
624	ar	485268271189721088
625	ar	485268669312663552
626	ar	485272393783324672
627	ar	485272547596836865
628	ar	485273740763086848
629	ar	485273846380249088
630	ar	485276504591310848
631	ar	485282057472311296
632	ar	485282655148060672
633	ar	485285509863067648
634	ar	485289010953089024
635	ar	485290769969057792
636	ar	485291122965499904
637	ar	485298339114545152
638	ar	485301896836440064
639	ar	485303816473309184
640	ar	485314112813953024
641	ar	485321003162415104
642	ar	485324164165668864
643	ar	485325574475231232
644	ar	485330387242348544
645	ar	485330915804340224
646	ar	485331878296035328
647	ar	485334781442658304
648	ar	485336940959383554
649	ar	485340713400291328
650	ar	485344602623598592
651	ar	485347707746148352
652	ar	485348973540937728
653	ar	485353229614469120
654	ar	485356508189052928
655	ar	485360310199402496
656	ar	485361150964412416
657	ar	485362060243763200
658	ar	485372309650169859
659	ar	485372768369016832
660	ar	485376224101814272
661	ar	485377884589424640
662	ar	485379509068115968
663	ar	485381658770935808
664	ar	485383212886401024
665	ar	485383355861454848
666	ar	485383368503074817
667	ar	485384465464569857
668	ar	485386989244387328
669	ar	485391078866952192
670	ar	485391604115857408
671	ar	485393651821195264
672	ar	485396415355420672
673	ar	485402961648951298
674	ar	485403876514729986
675	ar	485406214897926145
676	ar	485410907464679424
677	ar	485416321627459584
678	ar	485417655063437313
679	ar	485421650817458179
680	ar	485425915510665216
681	ar	485430061055496192
682	ar	485432084496785408
683	ar	485434958832758784
684	ar	485438165168046080
685	ar	485441204398469120
686	ar	485443134814711808
687	ar	485445475626418176
688	ar	485446003936346112
689	ar	485448424616382465
690	ar	485452317240864768
691	ar	485453271318790145
692	ar	485453584365285376
693	ar	485458010962415616
694	ar	485458877165879296
695	ar	485461586450972672
696	ar	485462711393067008
697	ar	485463017706905600
698	ar	485463481614102528
699	ar	485464680257691649
700	ar	485465863898685441
701	ar	485466253457625088
702	ar	485471178577178624
703	ar	485471243018072064
704	ar	485473132765929472
705	ar	485474223142731776
706	ar	485477036060725248
707	ar	485480321412919296
708	ar	485480605329543168
709	ar	485483376561127424
710	ar	485484462432452608
711	ar	485485891851673600
712	ar	485486327094575104
713	ar	485491652241678336
714	ar	485499148074889217
715	ar	485501526652104704
716	ar	485504498647846912
717	ar	485505683802963968
718	ar	485518967721951234
719	ar	485519410665238528
720	ar	485520663244210177
721	ar	485520978584170498
722	ar	485522803039285248
723	ar	485523126516609024
724	ar	485525628792209408
725	ar	485534345478692865
726	ar	485535390217289728
727	ar	485538658510835712
728	ar	485540347892989952
729	ar	485540445292740608
730	ar	485543496212701185
731	ar	485546766972899329
732	ar	485547704270209024
733	ar	485547918422581248
734	ar	485548174141321216
735	ar	485549038893543424
736	ar	485554783844331520
737	ar	485555210547240960
738	ar	485555464243920896
739	ar	485555597153013761
740	ar	485555953366863873
741	ar	485560620423458816
742	ar	485561820309385216
743	ar	485562633676808192
744	ar	485566185292185601
745	ar	485567518623281152
746	ar	485569558321713152
747	ar	485570201623465984
748	ar	485572654729273345
749	ar	485574985042644992
750	ar	485576264984846337
751	ar	485578637890957312
752	ar	485580002444853248
753	ar	485580360072568832
754	ar	485580788097110016
755	ar	485587076977397760
756	ar	485592136394747904
757	ar	485592426384334848
758	ar	485596416497434624
759	ar	485599948441133056
760	ar	485600468412821504
761	ar	485600585886867456
762	ar	485600651452243969
763	ar	485600772453707776
764	ar	485601332254883840
765	ar	485602603116404736
766	ar	485612102015811585
767	ar	485615236032913408
768	ar	485615511611244544
769	ar	485617706063134721
770	ar	485618463503683585
771	ar	485619642350960640
772	ar	485620865233481728
773	ar	485624420296167424
774	ar	485624709552173056
775	ar	485629887563055106
776	ar	485632985581248512
777	ar	485639183005138944
778	ar	485639745360658432
779	ar	485642809538392064
780	ar	485642863192338432
781	ar	485644318578053120
782	ar	485644889707667456
783	ar	485645111456301057
784	ar	485648960766631937
785	ar	485656223325224961
786	ar	485659865277149185
787	ar	485668827511132160
788	ar	485668852664397825
789	ar	485673471112794112
790	ar	485674705005735939
791	ar	485678757651304449
792	ar	485678999993974784
793	ar	485681252973150208
794	ar	485681575149830145
795	ar	485685377747808256
796	ar	485686521186762752
797	ar	485686600966221825
798	ar	485686732227346434
799	ar	485690298773676032
800	ar	485691362692841472
801	ar	485693224351039488
802	ar	485699168175132672
803	ar	485701773382782976
804	ar	485704230787760128
805	ar	485704483020607488
806	ar	485711084243132416
807	ar	485712126787342336
808	ar	485724245809311744
809	ar	485727803115966464
810	ar	485728622444298240
811	ar	485732404838277120
812	ar	485743238457090048
813	ar	485745736298921985
814	ar	485745812756914178
815	ar	485746704416010242
816	ar	485748708085366784
817	ar	485750744717344768
818	ar	485752118125408257
819	ar	485755331025186816
820	ar	485755644150939648
821	ar	485759320614002688
822	ar	485761538897485824
823	ar	485771135816986625
824	ar	485774428374966274
825	ar	485777118538641408
826	ar	485777218417610754
827	ar	485792073119846405
828	ar	485792691859767296
829	ar	485794820003094528
830	ar	485794877783810049
831	ar	485796489717747712
832	ar	485797451945607169
833	ar	485797603758448640
834	ar	485802807664988160
835	ar	485809293279920128
836	ar	485809616765587456
837	ar	485810163329150976
838	ar	485812334091186176
839	ar	485817068949086209
840	ar	485819598827450368
841	ar	485825499046752256
842	ar	485826693530402817
843	ar	485829897235881986
844	ar	485830346718453760
845	ar	485832586736852993
846	ar	485833048517128195
847	ar	485833064057024512
848	ar	485836346872057856
849	ar	485836771620433920
850	ar	485837925188255745
851	ar	485839235983740930
852	ar	485841269101305856
853	ar	485846390120001536
854	ar	485847420111446018
855	ar	485847749863014400
856	ar	485849283359281152
857	ar	485850899990839297
858	ar	485852916784189444
859	ar	485855740972658690
860	ar	485863419468201984
861	ar	485863914089889792
862	ar	485864357868630018
863	ar	485866558439559168
864	ar	485873683894784000
865	ar	485879898464976898
866	ar	485880461697114113
867	ar	485883913256984576
868	ar	485886830848376832
869	ar	485888781132627973
870	ar	485888822107185154
871	ar	485889078395944960
872	ar	485893293717196800
873	ar	485899774470922242
874	ar	485899897866973185
875	ar	485906150798274560
876	ar	485907352650907650
877	ar	485908845479215104
878	ar	485909263831691264
879	ar	485909356639039488
880	ar	485909940583030784
881	ar	485910090210226178
882	ar	485912449762471936
883	ar	485912969411178496
884	ar	485913871052324868
885	ar	485914228394844160
886	ar	485915959182364673
887	ar	485916108960976896
888	ar	485917771528560640
889	ar	485918477249568770
890	ar	485919847050510337
891	ar	485922844593762304
892	ar	485923522632376321
893	ar	485924745469100033
894	ar	485925349050425344
895	ar	485935046239338496
896	ar	485935614466871296
897	ar	485935813524328448
898	ar	485936031053918208
899	ar	485936658898894849
900	ar	485937852879233024
901	ar	485940109095624705
902	ar	485942300334247936
903	ar	485943809797132288
904	ar	485946465068810240
905	ar	485947010537627648
906	ar	485947326729420800
907	ar	485949213952335872
908	ar	485951124026179584
909	ar	485953209035280384
910	ar	485954701037293568
911	ar	485955452799172609
912	ar	485956199096283136
913	ar	485956301684355074
914	ar	485960109059620864
915	ar	485960137069588480
916	ar	485960227569668097
917	ar	485960351909822464
918	ar	485960728386342912
919	ar	485961178364276736
920	ar	485964394191265792
921	ar	485964556255367168
922	ar	485968003717005312
923	ar	485969169033469952
924	ar	485973549677432833
925	ar	485975276896010240
926	ar	485976029836492800
927	ar	485977693486194688
928	ar	485977921690284032
929	ar	485978620624904192
930	ar	485982348232904704
931	ar	485985172115169280
932	ar	485986009113722880
933	ar	485988138687295488
934	ar	485988723805278208
935	ar	485989446270337025
936	ar	485991710359441408
937	ar	485994388439699456
938	ar	485996303973756928
939	ar	485997084009840640
940	ar	485997428999741440
941	ar	486001496065314816
942	ar	486001583486799872
943	ar	486002440978702336
944	ar	486005844174442496
945	ar	486015782980034561
946	ar	486016118323027968
947	ar	486018460539838465
948	ar	486024863002279936
949	ar	486024971819307008
950	ar	486028380866109440
951	ar	486030210387562498
952	ar	486030546988843008
953	ar	486032802421673984
954	ar	486032889256374272
955	ar	486033733133139968
956	ar	486034823736066048
957	ar	486038223043321858
958	ar	486038804113793025
959	ar	486045187614183424
960	ar	486046465458855936
961	ar	486053365281869825
962	ar	486055925858697216
963	ar	486057851228794880
964	ar	486065232310456320
965	ar	486076483211776000
966	ar	486079604080128000
967	ar	486080531516633088
968	ar	486085046777159680
969	ar	486085263001927680
970	ar	486085360011997184
971	ar	486092774349881344
972	ar	486093330757857280
973	ar	486095021523734528
974	ar	486095856345432064
975	ar	486096628256755713
976	ar	486096865155629056
977	ar	486101272416628737
978	ar	486103919139909632
979	ar	486105549399146497
980	ar	486106958462595073
981	ar	486109074447028225
982	ar	486109473921318912
983	ar	486109722471583744
984	ar	486111223386103808
985	ar	486113768074903552
986	ar	486116799360933888
987	ar	486120364284448769
988	ar	486121249697841153
989	ar	486124013044137984
990	ar	486131620819521536
991	ar	486132632539783168
992	ar	486133787345309696
993	ar	486136310122287106
994	ar	486141793944084480
995	ar	486143363897249792
996	ar	486145899866120192
997	ar	486146032724877312
998	ar	486147583434567680
999	ar	486148134083780609
1000	ar	486152417730236416
1001	ar	486154570989441026
1002	ar	486154703131389952
1003	ar	486158741705089024
1004	ar	486159541629755393
1005	ar	486160054463127552
1006	ar	486161397349629953
1007	ar	486164028473868288
1008	ar	486165532559679489
1009	ar	486166822413008897
1010	ar	486168481801699328
1011	ar	486169654717448192
1012	ar	486173164527820800
1013	ar	486179803305754625
1014	ar	486182518274920448
1015	ar	486183632764018689
1016	ar	486184379421827072
1017	ar	486185424160030720
1018	ar	486185440412565505
1019	ar	486188908989153280
1020	ar	486188911052730368
1021	ar	486189159657115648
1022	ar	486191009454628864
1023	ar	486192856239857664
1024	ar	486194200770129920
1025	ar	486195831230300160
1026	ar	486196899498979328
1027	ar	486198838030381056
1028	ar	486201992541253632
1029	ar	486202480573689856
1030	ar	486207983198957568
1031	ar	486216813379088384
1032	ar	486219041950818304
1033	ar	486220306097643520
1034	ar	486222647693291520
1035	ar	486222887506817024
1036	ar	486225571949445121
1037	ar	486226389134086145
1038	ar	486227025552609281
1039	ar	486230147712835585
1040	ar	486232389656780800
1041	ar	486233452505616385
1042	ar	486239445167796224
1043	ar	486240275007037440
1044	ar	486240591718514689
1045	ar	486241014718279680
1046	ar	486242443486957568
1047	ar	486247287987793920
1048	ar	486247345118392322
1049	ar	486247691165261825
1050	ar	486248070821449729
1051	ar	486251302104883200
1052	ar	486251882168328192
1053	ar	486253136718594049
1054	ar	486257708132077568
1055	ar	486261907037642753
1056	ar	486262808783253506
1057	ar	486263228645666816
1058	ar	486269071944454144
1059	ar	486273804302184449
1060	ar	486274289793257473
1061	ar	486275949005402113
1062	ar	486276757813608448
1063	ar	486277571592478721
1064	ar	486278428531097601
1065	ar	486278906287112193
1066	ar	486279749476433920
1067	ar	486282214477283328
1068	ar	486282758789287936
1069	ar	486283529484247040
1070	ar	486286882968322048
1071	ar	486288836738437120
1072	ar	486290004327399424
1073	ar	486290427637923840
1074	ar	486290966643359746
1075	ar	486293617284497409
1076	ar	486294978113458177
1077	ar	486298121513619456
1078	ar	486298422476296194
1079	ar	486299200468971520
1080	ar	486300949443805184
1081	ar	486301067156533249
1082	ar	486301676530196481
1083	ar	486302693921943552
1084	ar	486302787446120449
1085	ar	486303457301635072
1086	ar	486303993581535233
1087	ar	486304288306524160
1088	ar	486306212988723200
1089	ar	486310538335756288
1090	ar	486310733110460417
1091	ar	486312023551008769
1092	ar	486312322466476035
1093	ar	486315520342630400
1094	ar	486318050111926272
1095	ar	486318504396599297
1096	ar	486319293085138944
1097	ar	486319302404866048
1098	ar	486320366545944576
1099	ar	486321625818619905
1100	ar	486323110388314112
1101	ar	486323138406256640
1102	ar	486325783154024449
1103	ar	486328091942219779
1104	ar	486328610341400576
1105	ar	486329585466744832
1106	ar	486335366350528513
1107	ar	486335428996255744
1108	ar	486337158547263488
1109	ar	486337603658985473
1110	ar	486338167318921217
1111	ar	486341407058038784
1112	ar	486344730901377024
1113	ar	486346024869707776
1114	ar	486346818985267200
1115	ar	486348118858809344
1116	ar	486348631226585089
1117	ar	486349034257268737
1118	ar	486350722695720960
1119	ar	486356901450772480
1120	ar	486357226383101952
1121	ar	486359275590410240
1122	ar	486362178564288514
1123	ar	486362393153269764
1124	ar	486365315408752640
1125	ar	486366741715357696
1126	ar	486368717727879168
1127	ar	486370928146653184
1128	ar	486374248085065728
1129	ar	486380732395180033
1130	ar	486383497271967744
1131	ar	486387451963797504
1132	ar	486393247510855680
1133	ar	486394393318801408
1134	ar	486394620633292800
1135	ar	486398637182693376
1136	ar	486400342825771009
1137	ar	486401476768436224
1138	ar	486408934836936704
1139	ar	486415540907290624
1140	ar	486415720557731840
1141	ar	486416444314624000
1142	ar	486417153198141441
1143	ar	486417640332611584
1144	ar	486425339879362560
1145	ar	486432554716004352
1146	ar	486433604864450561
1147	ar	486436943727575041
1148	ar	486438399658971136
1149	ar	486438915365437440
1150	ar	486440474795061248
1151	ar	486445968699973632
